"SYSTEM", "1", "SYSTEM", "System Start", ""
"main", "307", "SYSTEM", "Line Step", "<source unavailable>"
"main", "308", "SYSTEM", "Field Write", "context=part2.Reader:10, d=part2.Database:1"
"main", "309", "SYSTEM", "Line Step", "<source unavailable>"
"main", "310", "SYSTEM", "Method Exit", "returner=part2.Reader:10#part2.Reader:10, value=<void>"
"main", "311", "SYSTEM", "Method Returned", ""
"main", "312", "SYSTEM", "Line Step", "<source unavailable>"
"main", "313", "SYSTEM", "Variable Write", "context=part2.ReadersWriters#main:1, r10=part2.Reader:10"
"main", "314", "SYSTEM", "Line Step", "<source unavailable>"
"main", "315", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "316", "SYSTEM", "Thread Start", "Thread-0 (52)"
"Thread-0", "317", "SYSTEM", "Method Call", "caller=SYSTEM, target=part2.Writer:1#run:1"
"Thread-0", "318", "SYSTEM", "Method Entered", ""
"main", "319", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "320", "SYSTEM", "Thread Start", "Thread-1 (53)"
"Thread-1", "321", "SYSTEM", "Method Call", "caller=SYSTEM, target=part2.Writer:2#run:2"
"Thread-1", "322", "SYSTEM", "Method Entered", ""
"Thread-0", "323", "SYSTEM", "Variable Write", "context=part2.Writer:1#run:1, i=0"
"Thread-0", "324", "SYSTEM", "Line Step", "<source unavailable>"
"main", "325", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "326", "SYSTEM", "Thread Start", "Thread-2 (54)"
"Thread-2", "327", "SYSTEM", "Method Call", "caller=SYSTEM, target=part2.Writer:3#run:3"
"Thread-2", "328", "SYSTEM", "Method Entered", ""
"Thread-1", "329", "SYSTEM", "Variable Write", "context=part2.Writer:2#run:2, i=0"
"Thread-1", "330", "SYSTEM", "Line Step", "<source unavailable>"
"main", "331", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "332", "SYSTEM", "Thread Start", "Thread-5 (59)"
"Thread-5", "333", "SYSTEM", "Method Call", "caller=SYSTEM, target=part2.Reader:1#run:1"
"Thread-5", "334", "SYSTEM", "Method Entered", ""
"Thread-2", "335", "SYSTEM", "Variable Write", "context=part2.Writer:3#run:3, i=0"
"Thread-2", "336", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "337", "SYSTEM", "Line Step", "<source unavailable>"
"main", "338", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "339", "SYSTEM", "Thread Start", "Thread-6 (60)"
"Thread-6", "340", "SYSTEM", "Method Call", "caller=SYSTEM, target=part2.Reader:2#run:2"
"Thread-6", "341", "SYSTEM", "Method Entered", ""
"Thread-5", "342", "SYSTEM", "Variable Write", "context=part2.Reader:1#run:1, i=0"
"Thread-5", "343", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "344", "SYSTEM", "Field Read", "context=part2.Writer:2, d"
"main", "345", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "346", "SYSTEM", "Thread Start", "Thread-7 (61)"
"Thread-7", "347", "SYSTEM", "Method Call", "caller=SYSTEM, target=part2.Reader:3#run:3"
"Thread-7", "348", "SYSTEM", "Method Entered", ""
"Thread-6", "349", "SYSTEM", "Variable Write", "context=part2.Reader:2#run:2, i=0"
"Thread-6", "350", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "351", "SYSTEM", "Field Read", "context=part2.Reader:1, d"
"Thread-1", "352", "SYSTEM", "Method Call", "caller=part2.Writer:2#run:2, target=part2.Database:1#request_write:1"
"Thread-1", "353", "SYSTEM", "Method Entered", ""
"Thread-1", "354", "SYSTEM", "Line Step", "<source unavailable>"
"main", "355", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "356", "SYSTEM", "Thread Start", "Thread-8 (62)"
"Thread-8", "357", "SYSTEM", "Method Call", "caller=SYSTEM, target=part2.Reader:4#run:4"
"Thread-8", "358", "SYSTEM", "Method Entered", ""
"Thread-7", "359", "SYSTEM", "Variable Write", "context=part2.Reader:3#run:3, i=0"
"Thread-7", "360", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "361", "SYSTEM", "Field Read", "context=part2.Reader:2, d"
"Thread-5", "362", "SYSTEM", "Method Call", "caller=part2.Reader:1#run:1, target=part2.Database:1#request_read:1"
"Thread-5", "363", "SYSTEM", "Method Entered", ""
"Thread-5", "364", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "365", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"main", "366", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "367", "SYSTEM", "Thread Start", "Thread-9 (63)"
"Thread-9", "368", "SYSTEM", "Method Call", "caller=SYSTEM, target=part2.Reader:5#run:5"
"Thread-9", "369", "SYSTEM", "Method Entered", ""
"Thread-8", "370", "SYSTEM", "Variable Write", "context=part2.Reader:4#run:4, i=0"
"Thread-8", "371", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "372", "SYSTEM", "Field Read", "context=part2.Reader:3, d"
"Thread-2", "373", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "374", "SYSTEM", "Method Call", "caller=part2.Reader:2#run:2, target=part2.Database:1#request_read:2"
"Thread-6", "375", "SYSTEM", "Method Entered", ""
"Thread-6", "376", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "377", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "378", "SYSTEM", "Line Step", "<source unavailable>"
"main", "379", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "380", "SYSTEM", "Thread Start", "Thread-3 (55)"
"Thread-3", "381", "SYSTEM", "Method Call", "caller=SYSTEM, target=part2.Writer:4#run:4"
"Thread-3", "382", "SYSTEM", "Method Entered", ""
"Thread-9", "383", "SYSTEM", "Variable Write", "context=part2.Reader:5#run:5, i=0"
"Thread-9", "384", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "385", "SYSTEM", "Field Read", "context=part2.Reader:4, d"
"Thread-7", "386", "SYSTEM", "Method Call", "caller=part2.Reader:3#run:3, target=part2.Database:1#request_read:3"
"Thread-7", "387", "SYSTEM", "Method Entered", ""
"Thread-7", "388", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "389", "SYSTEM", "Field Read", "context=part2.Writer:3, d"
"Thread-6", "390", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "391", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"main", "392", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "393", "SYSTEM", "Thread Start", "Thread-4 (56)"
"Thread-4", "394", "SYSTEM", "Method Call", "caller=SYSTEM, target=part2.Writer:5#run:5"
"Thread-4", "395", "SYSTEM", "Method Entered", ""
"Thread-3", "396", "SYSTEM", "Variable Write", "context=part2.Writer:4#run:4, i=0"
"Thread-3", "397", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "398", "SYSTEM", "Field Read", "context=part2.Reader:5, d"
"Thread-8", "399", "SYSTEM", "Method Call", "caller=part2.Reader:4#run:4, target=part2.Database:1#request_read:4"
"Thread-8", "400", "SYSTEM", "Method Entered", ""
"Thread-8", "401", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-0", "402", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "403", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-2", "404", "SYSTEM", "Method Call", "caller=part2.Writer:3#run:3, target=part2.Database:1#request_write:2"
"Thread-2", "405", "SYSTEM", "Method Entered", ""
"Thread-2", "406", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "407", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"main", "408", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "409", "SYSTEM", "Thread Start", "Thread-10 (64)"
"Thread-10", "410", "SYSTEM", "Method Call", "caller=SYSTEM, target=part2.Reader:6#run:6"
"Thread-10", "411", "SYSTEM", "Method Entered", ""
"Thread-4", "412", "SYSTEM", "Variable Write", "context=part2.Writer:5#run:5, i=0"
"Thread-4", "413", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "414", "SYSTEM", "Method Call", "caller=part2.Reader:5#run:5, target=part2.Database:1#request_read:5"
"Thread-9", "415", "SYSTEM", "Method Entered", ""
"Thread-9", "416", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "417", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-0", "418", "SYSTEM", "Field Read", "context=part2.Writer:1, d"
"Thread-2", "419", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "420", "SYSTEM", "Line Step", "<source unavailable>"
"main", "421", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "422", "SYSTEM", "Thread Start", "Thread-11 (65)"
"Thread-11", "423", "SYSTEM", "Method Call", "caller=SYSTEM, target=part2.Reader:7#run:7"
"Thread-11", "424", "SYSTEM", "Method Entered", ""
"Thread-10", "425", "SYSTEM", "Variable Write", "context=part2.Reader:6#run:6, i=0"
"Thread-10", "426", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "427", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-0", "428", "SYSTEM", "Method Call", "caller=part2.Writer:1#run:1, target=part2.Database:1#request_write:3"
"Thread-0", "429", "SYSTEM", "Method Entered", ""
"Thread-0", "430", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "431", "SYSTEM", "Field Write", "context=part2.Database:1, w=1"
"main", "432", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "433", "SYSTEM", "Thread Start", "Thread-12 (66)"
"Thread-12", "434", "SYSTEM", "Method Call", "caller=SYSTEM, target=part2.Reader:8#run:8"
"Thread-12", "435", "SYSTEM", "Method Entered", ""
"Thread-11", "436", "SYSTEM", "Variable Write", "context=part2.Reader:7#run:7, i=0"
"Thread-11", "437", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "438", "SYSTEM", "Field Read", "context=part2.Reader:6, d"
"Thread-0", "439", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "440", "SYSTEM", "Line Step", "<source unavailable>"
"main", "441", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "442", "SYSTEM", "Thread Start", "Thread-13 (67)"
"Thread-13", "443", "SYSTEM", "Method Call", "caller=SYSTEM, target=part2.Reader:9#run:9"
"Thread-13", "444", "SYSTEM", "Method Entered", ""
"Thread-12", "445", "SYSTEM", "Variable Write", "context=part2.Reader:8#run:8, i=0"
"Thread-12", "446", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "447", "SYSTEM", "Field Read", "context=part2.Reader:7, d"
"Thread-10", "448", "SYSTEM", "Method Call", "caller=part2.Reader:6#run:6, target=part2.Database:1#request_read:6"
"Thread-10", "449", "SYSTEM", "Method Entered", ""
"Thread-10", "450", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "451", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-3", "452", "SYSTEM", "Line Step", "<source unavailable>"
"main", "453", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "454", "SYSTEM", "Thread Start", "Thread-14 (68)"
"Thread-14", "455", "SYSTEM", "Method Call", "caller=SYSTEM, target=part2.Reader:10#run:10"
"Thread-14", "456", "SYSTEM", "Method Entered", ""
"Thread-13", "457", "SYSTEM", "Variable Write", "context=part2.Reader:9#run:9, i=0"
"Thread-13", "458", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "459", "SYSTEM", "Field Read", "context=part2.Reader:8, d"
"Thread-11", "460", "SYSTEM", "Method Call", "caller=part2.Reader:7#run:7, target=part2.Database:1#request_read:7"
"Thread-11", "461", "SYSTEM", "Method Entered", ""
"Thread-11", "462", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "463", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "464", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "465", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "466", "SYSTEM", "Field Read", "context=part2.Writer:4, d"
"main", "467", "SYSTEM", "Method Exit", "returner=part2.ReadersWriters#main:1, value=<void>"
"Thread-14", "468", "SYSTEM", "Variable Write", "context=part2.Reader:10#run:10, i=0"
"Thread-14", "469", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "470", "SYSTEM", "Field Read", "context=part2.Reader:9, d"
"Thread-12", "471", "SYSTEM", "Method Call", "caller=part2.Reader:8#run:8, target=part2.Database:1#request_read:8"
"Thread-12", "472", "SYSTEM", "Method Entered", ""
"Thread-12", "473", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "474", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "475", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "476", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-3", "477", "SYSTEM", "Method Call", "caller=part2.Writer:4#run:4, target=part2.Database:1#request_write:4"
"Thread-3", "478", "SYSTEM", "Method Entered", ""
"Thread-3", "479", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-4", "480", "SYSTEM", "Line Step", "<source unavailable>"
"main", "481", "SYSTEM", "Method Returned", ""
"main", "482", "SYSTEM", "Thread End", ""
"Thread-14", "483", "SYSTEM", "Field Read", "context=part2.Reader:10, d"
"Thread-13", "484", "SYSTEM", "Method Call", "caller=part2.Reader:9#run:9, target=part2.Database:1#request_read:9"
"Thread-13", "485", "SYSTEM", "Method Entered", ""
"Thread-13", "486", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "487", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "488", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_write:1, value=<void>"
"Thread-5", "489", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-3", "490", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-4", "491", "SYSTEM", "Field Read", "context=part2.Writer:5, d"
"Thread-14", "492", "SYSTEM", "Method Call", "caller=part2.Reader:10#run:10, target=part2.Database:1#request_read:10"
"Thread-14", "493", "SYSTEM", "Method Entered", ""
"Thread-14", "494", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "495", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "496", "SYSTEM", "Method Returned", ""
"Thread-1", "497", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "498", "SYSTEM", "Field Read", "context=part2.Database:1, wr"
"Thread-4", "499", "SYSTEM", "Method Call", "caller=part2.Writer:5#run:5, target=part2.Database:1#request_write:5"
"Thread-4", "500", "SYSTEM", "Method Entered", ""
"Thread-4", "501", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "502", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "503", "SYSTEM", "Field Read", "context=part2.Writer:2, d"
"Thread-5", "504", "SYSTEM", "Field Write", "context=part2.Database:1, wr=1"
"Thread-4", "505", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "506", "SYSTEM", "Field Read", "context=part2.Writer:2, x"
"Thread-5", "507", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "508", "SYSTEM", "Method Call", "caller=part2.Writer:2#run:2, target=part2.Database:1#write:1"
"Thread-1", "509", "SYSTEM", "Method Entered", ""
"Thread-1", "510", "SYSTEM", "Variable Write", "context=part2.Database:1#write:1, x=10"
"Thread-1", "511", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "512", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "513", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-5", "514", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "515", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "516", "SYSTEM", "Field Write", "context=part2.Database:1, data=10"
"Thread-5", "517", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-6", "518", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-1", "519", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "520", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "521", "SYSTEM", "Method Exit", "returner=part2.Database:1#write:1, value=<void>"
"Thread-6", "522", "SYSTEM", "Field Read", "context=part2.Database:1, wr"
"Thread-1", "523", "SYSTEM", "Method Returned", ""
"Thread-1", "524", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "525", "SYSTEM", "Field Write", "context=part2.Database:1, wr=2"
"Thread-1", "526", "SYSTEM", "Field Read", "context=part2.Writer:2, d"
"Thread-6", "527", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-1", "528", "SYSTEM", "Method Call", "caller=part2.Writer:2#run:2, target=part2.Database:1#done_write:1"
"Thread-1", "529", "SYSTEM", "Method Entered", ""
"Thread-1", "530", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "531", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-1", "532", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-6", "533", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "534", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "535", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-7", "536", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-7", "537", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "538", "SYSTEM", "Field Read", "context=part2.Database:1, wr"
"Thread-7", "539", "SYSTEM", "Field Write", "context=part2.Database:1, wr=3"
"Thread-7", "540", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "541", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-7", "542", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "543", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "544", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-8", "545", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-8", "546", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "547", "SYSTEM", "Field Read", "context=part2.Database:1, wr"
"Thread-8", "548", "SYSTEM", "Field Write", "context=part2.Database:1, wr=4"
"Thread-8", "549", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "550", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-8", "551", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-2", "552", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "553", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-2", "554", "SYSTEM", "Field Read", "context=part2.Database:1, r"
